Authors,Title,Year,Source title,DOI,Link,Document Type,Source
"Schulz S.F., Heigh I.","Logistics performance management in action within a humanitarian organization",2009,"Management Research News","10.1108/01409170910998273","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350398202&doi=10.1108%2f01409170910998273&partnerID=40&md5=3668bf368305624920cf689601d71758",Article,Scopus
"Silva Y.N., Arshad M.U., Aref W.G.","Exploiting similarity-aware grouping in decision support systems",2009,"Proceedings of the 12th International Conference on Extending Database Technology: Advances in Database Technology, EDBT'09","10.1145/1516360.1516499","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349134604&doi=10.1145%2f1516360.1516499&partnerID=40&md5=1ad50a9346e5d8c2a6c5bda014357460",Conference Paper,Scopus
"Terry M.","The personal health dashboard: Consumer electronics is growing in the health and wellness market",2009,"Telemedicine and e-Health","10.1089/tmj.2009.9947","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349257447&doi=10.1089%2ftmj.2009.9947&partnerID=40&md5=62a142b98628d94830fb8e2f5b3736da",Short Survey,Scopus
"Sunwear P.","Pacific sunwear: Tracking business trends with BI",2009,"Apparel",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-76249109343&partnerID=40&md5=64b1c8c68cd71744ba773823f3d94ebf",Article,Scopus
"Morgan J.","Prudential - A passion for excellence!",2009,"Textile Rental",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-67650476656&partnerID=40&md5=68b49a497ef466499f1fc8d1b2760772",Article,Scopus
"Franceschini F., Galetto M., Turina E.","Service quality monitoring by performance indicators: A proposal for a structured methodology",2009,"International Journal of Services and Operations Management","10.1504/IJSOM.2009.023235","https://www.scopus.com/inward/record.uri?eid=2-s2.0-60549099401&doi=10.1504%2fIJSOM.2009.023235&partnerID=40&md5=ec8a07dd3e2738f838a839c660c42323",Article,Scopus
"Selby R.W.","Analytics-driven dashboards enable leading indicators for requirements and designs of large-scale systems",2009,"IEEE Software","10.1109/MS.2009.4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-58149484031&doi=10.1109%2fMS.2009.4&partnerID=40&md5=962549c7c1c64c27a14f514c16786755",Article,Scopus
"Khorasani R.","Objective Quality Metrics and Personal Dashboards for Quality Improvement",2009,"Journal of the American College of Radiology","10.1016/j.jacr.2009.04.016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67651024080&doi=10.1016%2fj.jacr.2009.04.016&partnerID=40&md5=a7576a20a9017231236f56e844a3947c",Article,Scopus
"Pearson S., Allison D.","A model-based privacy compliance checker",2009,"International Journal of e-Business Research","10.4018/jebr.2009040104","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79958060292&doi=10.4018%2fjebr.2009040104&partnerID=40&md5=3ffef1655c642ddf9177011693c928e9",Article,Scopus
"Bǎceanu A., Atasiei I., Chazard E., Leroy N.","The expert explorer: A tool for hospital data visualization and adverse drug event rules validation",2009,"Studies in Health Technology and Informatics","10.3233/978-1-60750-043-8-85","https://www.scopus.com/inward/record.uri?eid=2-s2.0-71749094383&doi=10.3233%2f978-1-60750-043-8-85&partnerID=40&md5=4a0d27865f45e07cf3f8e8964337886c",Conference Paper,Scopus
"Collins J., Ketter W., Gini M.","Flexible decision support in a dynamicbusiness network",2009,"The Network Experience: New Value from Smart Business Networks","10.1007/978-3-540-85582-8_15","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70449456176&doi=10.1007%2f978-3-540-85582-8_15&partnerID=40&md5=cac297e4c80427a0679b0eac118fac7f",Book Chapter,Scopus
"Selby R.W.","Leading indicators for requirements and design of large-scale systems",2008,"Space 2008 Conference",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78049492942&partnerID=40&md5=7da4b77e7291fbdac2a3f0621cffb08b",Conference Paper,Scopus
"Sharma V., Lakshmanan G., Tare S., Dhamankar S.","Predicting the correlation between analog behavioral models and SPICE Circuits for robust SoC verification",2008,"BMAS 2008 - Proceedings of the 2008 IEEE International Behavioral Modeling and Simulation Workshop","10.1109/BMAS.2008.4751254","https://www.scopus.com/inward/record.uri?eid=2-s2.0-62449273380&doi=10.1109%2fBMAS.2008.4751254&partnerID=40&md5=ea1e2803810145557129e24d715dd568",Conference Paper,Scopus
"Choi D.-G., Lee K.-J., Kim K.-D., Choi J.-H., Jeong J.-H., Lee E.-S.","Effects of pattern size, dual side patterning, and imprint materials in the fabrication of antireflective structure using nanoimprint",2008,"Proceedings of SPIE - The International Society for Optical Engineering","10.1117/12.794426","https://www.scopus.com/inward/record.uri?eid=2-s2.0-56249111973&doi=10.1117%2f12.794426&partnerID=40&md5=2b8aea5304857b6c821335d8fb8e9309",Conference Paper,Scopus
"Pal P., Kumar B.","“16T”: Toward a dynamic vendor evaluation model in integrated SCM processes",2008,"Supply Chain Management: An International Journal","10.1108/13598540810905642","https://www.scopus.com/inward/record.uri?eid=2-s2.0-53349099402&doi=10.1108%2f13598540810905642&partnerID=40&md5=1fd8fa28067c874d763ced906722bd52",Article,Scopus
"Deissenboeck F., Juergens E., Hummel B., Wagner S., Parareda B.M., Pizka M.","Tool support for continuous quality control",2008,"IEEE Software","10.1109/MS.2008.129","https://www.scopus.com/inward/record.uri?eid=2-s2.0-50549099137&doi=10.1109%2fMS.2008.129&partnerID=40&md5=138e13d0a741d2fe050e47e59fd80eac",Article,Scopus
"Cummings J., Pankin A., Podhorszki N., Park G., Ku S., Barreto R., Klasky S., Chang C.S., Strauss H., Sugiyama L., Snyder P., Pearlstein D., Ludäscher B., Bateman G., Kritz A.","Plasma edge kinetic-MHD modeling in tokamaks using Kepler workflow for code coupling, data management and visualization",2008,"Communications in Computational Physics",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-52149101854&partnerID=40&md5=122c89476456d1a849c49584f4544b1a",Conference Paper,Scopus
"Rimini G., Roberti P.","Business process monitoring: BT Italy case study",2008,"IFIP International Federation for Information Processing","10.1007/978-0-387-09712-1_25","https://www.scopus.com/inward/record.uri?eid=2-s2.0-47249105669&doi=10.1007%2f978-0-387-09712-1_25&partnerID=40&md5=113ef77093775141d39200d9f392da85",Conference Paper,Scopus
"Luo X., Homburg C.","Satisfaction, complaint, and the stock value gap",2008,"Journal of Marketing","10.1509/jmkg.72.4.29","https://www.scopus.com/inward/record.uri?eid=2-s2.0-47849129505&doi=10.1509%2fjmkg.72.4.29&partnerID=40&md5=ef72ed9cdfd97a8568e2ba969a00ec7a",Article,Scopus
"Cui J., Xu J., Liang H., Liu X.","Adaptive web front-end for SaaS customer relationship management",2008,"Journal of Harbin Institute of Technology (New Series)",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-44449143987&partnerID=40&md5=c9f6deaa952a8878fb7cd04658f1f118",Article,Scopus
"Cutler J.","Look outside to see inside",2008,"GEO: connexion",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-39649107158&partnerID=40&md5=1e194b6d2f2264e63722f2da01ad6dbe",Article,Scopus
"Beeri C., Eyal A., Milo T., Pilberg A.","BP-Mon: Query-based monitoring of BPEL business processes",2008,"SIGMOD Record","10.1145/1374780.1374785","https://www.scopus.com/inward/record.uri?eid=2-s2.0-43249098824&doi=10.1145%2f1374780.1374785&partnerID=40&md5=80f52ba4cada4e99e11a0dc840d81f59",Conference Paper,Scopus
"Ellis R.M., Thompson P.D., Richard G.","The Québec Ministry of Transport's bridge project tactical planning dashboard",2008,"TAC/ATC 2008 - 2008 Annual Conference and Exhibition of the Transportation Association of Canada: Transportation - A Key to a Sustainable Future",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896627536&partnerID=40&md5=d9dc30e9aaa45b50e05efc9e554b5763",Conference Paper,Scopus
"Phillips P., Halliday S.V.","Marketing/accounting synergy: A discussion of its potential and evidence in e-business planning",2008,"Journal of Marketing Management","10.1362/026725708X345506","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905573797&doi=10.1362%2f026725708X345506&partnerID=40&md5=deaea26b3f684f46f94846632ad541bd",Article,Scopus
"Podgornik M.N., Postema A., English R., Uhde K.B., Bloom S., Hicks P., McMurray P., Copeland J., Brammer L., Thompson W.W., Bresee J.S., Tokars J.I.","The influenza data summary: A prototype application for visualizing national influenza activity",2007,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-37249064693&partnerID=40&md5=f5b4dd723af544e69d329eb9107191a6",Conference Paper,Scopus
"Srinivasan A., Abellera J.P., Danos S., McNabb S.","Improving awareness in message exchanging platform - a knowledge driven approach.",2007,"AMIA ... Annual Symposium proceedings / AMIA Symposium. AMIA Symposium",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-56149089812&partnerID=40&md5=28bf31987bf8d8e8bae11955520d21ca",Article,Scopus
"Cevolini L., Testoni G.","Rapid manufacturing application: Motorbike dashboard and support",2007,"Technical Paper - Society of Manufacturing Engineers",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956332330&partnerID=40&md5=88c7fecc113fd874dab9dbdc99ffe109",Conference Paper,Scopus
"George G.R., Serwinowski M.A., Duong T.M.","Advantages of enterprise knowledge systems",2007,"Proceedings, Annual Convention - Gas Processors Association",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-51549097520&partnerID=40&md5=342d4922a4ed365421d2db453aa045ab",Conference Paper,Scopus
"Jain J., Ari I., Li J.","Designing dashboards for managing model lifecycle",2007,"Proceedings of the 2nd ACM Symposium on Computer Human Interaction for Management of Information Technology, CHiMiT '08","10.1145/1477973.1477989","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350664665&doi=10.1145%2f1477973.1477989&partnerID=40&md5=bea65f6e1a99e635fd041f096e9fdcfc",Conference Paper,Scopus
"Guerriero A., Kubicki S., Halin G.","A dashboard for AEC integrating trust concepts: A model driven engineering approach",2007,"International Journal of Design Sciences and Technology",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-76049120538&partnerID=40&md5=4cb396893ce84e44a46b71aca86c74da",Article,Scopus
"Nicho M., Cusack B.","A metrics generation model for measuring the control objectives of information systems audit",2007,"Proceedings of the Annual Hawaii International Conference on System Sciences","10.1109/HICSS.2007.21","https://www.scopus.com/inward/record.uri?eid=2-s2.0-39749089485&doi=10.1109%2fHICSS.2007.21&partnerID=40&md5=951b220856e0b85d91a019cced7a3866",Conference Paper,Scopus
"Masticola S.P.","Lightweight risk mitigation for software development projects using repository mining",2007,"Proceedings - ICSE 2007 Workshops: Fourth International Workshop on Mining Software Repositories, MSR 2007","10.1109/MSR.2007.16","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548780841&doi=10.1109%2fMSR.2007.16&partnerID=40&md5=5cbdc090279266ff1812d4280579cbf5",Conference Paper,Scopus
"Pennington D.D.","Supporting large-scale science with workflows",2007,"Proceedings of the 2nd Workshop on Workflows in Support of Large-scale Science, WORKS'07","10.1145/1273360.1273369","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548091898&doi=10.1145%2f1273360.1273369&partnerID=40&md5=6063e4e568492fa479243e2c387b3165",Article,Scopus
"Muench S.","Reaching the tipping point how a framework can make it happen",2007,"Engineered Systems",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548458857&partnerID=40&md5=8546d3ae82c8ecf26b7e18c3f682c227",Article,Scopus
"Palpanas T., Chowdhary P., Mihaila G., Pinel F.","Integrated model-driven dashboard development",2007,"Information Systems Frontiers","10.1007/s10796-007-9032-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250162118&doi=10.1007%2fs10796-007-9032-9&partnerID=40&md5=6472f5aa7516185252a5d4921b02d7ef",Conference Paper,Scopus
[No author name available],"Region of the future approaches",2007,"Hart's E and P",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-48249135436&partnerID=40&md5=25f658b5f6d77bd48547193bc4bb470a",Article,Scopus
"Richter S.","Lumberjacks log on",2007,"Great Lakes TPA Magazine",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34547153848&partnerID=40&md5=c85beb3b6659eea3646e7597e11b3dc7",Article,Scopus
"Beccali G., Federico G., Iadicola G., Rizzo G., Traverso M.","Integrated approach to the assessment of waste management systems within the SEA framework",2007,"International Journal of Environmental Technology and Management","10.1504/IJETM.2007.013237","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34249778378&doi=10.1504%2fIJETM.2007.013237&partnerID=40&md5=4e24faf7749ab7f1bb9f3596614676ac",Article,Scopus
"Berger S.H.","Treating technology as a luxury? 10 necessary tools.",2007,"Healthcare financial management : journal of the Healthcare Financial Management Association",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33947504473&partnerID=40&md5=bf1b708b4cbd0f01b1c3dfc0e730074f",Article,Scopus
"Slack R.","Put critical information at your fingertips",2007,"Hart's E and P",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-47749149924&partnerID=40&md5=f3c2a8e3a478ab0fde619d44458589a0",Article,Scopus
"Ambler T., Roberts J.","Choosing marketing dashboard metrics",2007,"Business Performance Measurement: Unifying Theories and Integrating Practice, Second Edition","10.1017/CBO9780511805097.015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857990678&doi=10.1017%2fCBO9780511805097.015&partnerID=40&md5=4de67fbe3f56814163b2002f0ee00c37",Book Chapter,Scopus
"Olsha-Yehiav M., Einbinder J.S., Jung E., Linder J.A., Greim J., Li Q., Schnipper J.L., Middleton B.","Quality Dashboards: technical and architectural considerations of an actionable reporting tool for population management.",2006,"AMIA ... Annual Symposium proceedings / AMIA Symposium. AMIA Symposium",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34748867726&partnerID=40&md5=489bc75e6143450743221c5723c46922",Article,Scopus
"Chowdhary P., Palpanas T., Pinel F., Chen S.-K., Wu F.Y.","Model-driven dashboards for business performance reporting",2006,"Proceedings - IEEE International Enterprise Distributed Object Computing Workshop, EDOC","10.1109/EDOC.2006.34","https://www.scopus.com/inward/record.uri?eid=2-s2.0-38749109243&doi=10.1109%2fEDOC.2006.34&partnerID=40&md5=d9b47d10b1b1c01e5cc5b227eccd8f85",Conference Paper,Scopus
"Zeithaml V.A., Bolton R.N., Deighton J., Keiningham T.L., Lemon K.N., Petersen J.A.","Forward-looking focus: Can firms have adaptive foresight?",2006,"Journal of Service Research","10.1177/1094670506293731","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749591507&doi=10.1177%2f1094670506293731&partnerID=40&md5=b95ad8e4f2c8891056408feda26033b2",Review,Scopus
[No author name available],"Seeing the big picture in the 21st century",2006,"Power Engineering (Barrington, Illinois)",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846061121&partnerID=40&md5=af7fd19ea5fd1213f87825cfb03f2aab",Article,Scopus
"Viglizzo E.F., Frank F., Bernardos J., Buschiazzo D.E., Cabo S.","A rapid method for assessing the environmental performance of commercial farms in the pampas of Argentina",2006,"Environmental Monitoring and Assessment","10.1007/s10661-006-7981-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747496032&doi=10.1007%2fs10661-006-7981-y&partnerID=40&md5=d7e45b3e48ae1b75c2ba05af4530c6aa",Article,Scopus
"Kroch E., Vaughn T., Koepke M., Roman S., Foster D., Sinha S., Levey S.","Hospital boards and quality dashboards",2006,"Journal of Patient Safety",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748328128&partnerID=40&md5=709d75bb8da7b0da30f1bb02536a34fd",Article,Scopus
[No author name available],"The 'manufacturing dashboard'",2006,"Circuits Assembly",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33644553126&partnerID=40&md5=9322e41f08b27c6a635791d49d5fdf0a",Review,Scopus
"Morgan M.B., Branstetter IV B.F., Mates J., Chang P.J.","Flying blind: Using a digital dashboard to navigate a complex PACS environment",2006,"Journal of Digital Imaging","10.1007/s10278-005-8732-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33644929535&doi=10.1007%2fs10278-005-8732-2&partnerID=40&md5=b0dabb4e8aed91025f70da70601d195b",Article,Scopus
